"cliente","oficina","ingresos","viviendatipo","viviendavalor","estadocivil","lineasdevale","montosdelineas","dependientes","fechanacimiento","default"
"627096","6","34500","familiar","400000","casado","3","380323.45","1","19881005","0"
"627163","6","21500","familiar","250000","casado","3","105963.52","2","19920320","1"
"627203","6","49700","familiar","400000","casado","13","628251.44","1","19730618","1"
"627216","6","15200","familiar","550000","casado","2","45000","2","19760805","1"
"627329","53","38400","propia","1400000","soltero","2","97211","2","19620222","0"
"627342","6","52650","familiar","600000","union_libre","2","90000","2","19950324","1"
"627347","6","18200","familiar","400000","casado","2","112356","3","19920126","1"
"627368","6","30500","familiar","250000","casado","0","0","1","19751022","1"
"627404","6","28800","propia","400000","union_libre","1","66886","3","19860107","1"
"627421","6","27500","familiar","350000","casado","1","35238","1","19771021","0"
"627423","53","21800","familiar","400000","soltero","4","336728","1","19720809","0"
"627425","6","15000","familiar","250000","soltero","0","0","2","19680112","1"
"627432","6","23000","familiar","150000","soltero","5","262611","0","19850802","1"
"627436","6","282000","familiar","495000","casado","1","15000","3","19860831","1"
"627486","6","12280","familiar","500000","casado","5","170402","1","19691212","0"
"627487","6","32400","propia","350000","union_libre","1","60000","0","19810113","0"
"627488","6","35000","propia","500000","union_libre","2","130000","2","19901218","1"
"627503","53","31138","familiar","390000","casado","4","496540","3","19900609","0"
"627544","6","44900","familiar","460000","casado","2","122365","0","19720511","0"
"627557","6","24600","propia","600000","union_libre","1","15000","3","19851227","1"
"627587","6","23800","familiar","400000","soltero","1","45000","3","19880108","1"
"627602","6","30300","familiar","250000","union_libre","2","30463.51","3","19900611","0"
"627636","6","30000","familiar","1000000","casado","1","14857.77","0","19700420","0"
"627641","6","27300","propia","280000","soltero","2","145463","1","19740830","0"
"627642","6","18800","familiar","450000","casado","0","0","2","19900808","1"
"627656","6","28000","propia","300000","soltero","5","183571","3","19780512","1"
"627658","6","24700","familiar","25000","casado","4","158500","1","19940405","1"
"627682","6","21900","propia","450000","soltero","3","146723","1","19660726","0"
"627697","6","45000","propia","500000","casado","0","0","1","19840109","0"
"627712","6","27800","familiar","300000","casado","4","185866","2","19740806","0"
"627734","6","48800","familiar","800000","casado","4","301343","2","19610613","0"
"627762","6","16000","familiar","350000","casado","0","0","1","19700502","1"
"627780","6","23500","familiar","180000","union_libre","0","0","2","19860609","1"
"627794","6","26200","familiar","450000","union_libre","1","40973","3","19870318","1"
"627797","6","68100","familiar","600000","casado","6","767700","1","19720415","0"
"627860","6","8700","familiar","250000","soltero","1","15000","1","19940525","0"
"627862","6","22150","familiar","350000","soltero","2","87600","3","19900515","0"
"627872","6","26900","propia","350000","soltero","2","75000","2","19831025","0"
"627873","6","29000","familiar","400000","union_libre","6","279500","0","19681209","1"
"627900","6","16300","familiar","350000","union_libre","3","197976","0","19690227","1"
"627903","6","43000","familiar","250000","soltero","4","155926","2","19830712","0"
"627904","6","40700","propia","200000","casado","9","837487","2","19910711","0"
"700359","7","14000","propia","1000000","soltero","3","116305","0","19661017","0"
"700840","7","0","familiar","750000","casado","1","29000","1","19660821","1"
"701429","26","0","propia","200000","soltero","7","311809","1","19850827","1"
"701864","7","45000","familiar","250000","casado","1","43000","2","19801211","0"
"701920","7","27800","familiar","600000","casado","2","95000","0","19630530","0"
"702032","40","0","familiar","600000","casado","0","0","3","19760122","0"
"702086","7","76000","familiar","250000","casado","4","185666","2","19721027","1"
"702212","26","33000","familiar","300000","casado","4","185000","1","19761103","0"
"702231","27","3000","familiar","300000","casado","5","130000","3","19890601","1"
"702274","28","0","propia","500000","union_libre","3","124002","3","19591121","0"
"702277","29","60000","propia","300000","soltero","0","0","1","19861106","0"
"702387","7","56500","propia","400000","casado","7","560544.66","1","19710723","0"
"702415","7","32000","familiar","250000","casado","0","0","2","19760922","1"
"702496","7","12000","familiar","500000","casado","1","27500","3","19750414","0"
"702595","7","28600","propia","700000","soltero","3","151400","0","19700714","1"
"702730","7","19300","familiar","250000","casado","2","60000","0","19671215","0"
"703032","7","29000","familiar","250000","casado","1","30000","4","19800204","0"
"703070","7","0","familiar","250000","soltero","5","391783","0","19760303","0"
"703095","7","21000","familiar","250000","casado","7","301852","2","19740607","0"
"703379","7","23000","familiar","580000","casado","1","40000","1","19560723","1"
"703450","7","11260","familiar","320000","union_libre","5","208028","4","19820425","0"
"703663","7","3000","propia","450000","casado","2","50000","3","19840412","0"
"703688","7","28000","familiar","250000","casado","2","54583","1","19740731","0"
"703992","23","0","propia","500000","casado","3","192000","1","19751126","0"
"704262","7","30000","familiar","800000","casado","2","177000","2","19800408","0"
"704876","7","6000","familiar","600000","casado","1","49200","1","19820105","1"
"704996","7","0","familiar","500000","soltero","3","265000","2","19811002","1"
"704999","26","0","familiar","0","casado","0","0","0","19880519","0"
"705076","7","27600","familiar","180000","casado","4","140238","1","19840913","1"
"705199","7","14000","familiar","250000","casado","1","30000","3","19790214","0"
"705304","23","24000","familiar","75000","casado","3","107000","1","19861207","1"
"705463","7","20000","familiar","1000000","casado","0","0","3","19860404","0"
"705595","7","22200","familiar","800000","soltero","1","30000","2","19711011","0"
"706689","7","29800","familiar","250000","casado","1","21000","0","19721101","1"
"707232","7","46075","propia","600000","casado","2","97400","2","19721220","0"
"707290","7","0","familiar","0","casado","0","0","0","19581014","0"
"707463","40","0","familiar","600000","union_libre","8","689682.84","1","19691104","0"
"707753","7","10000","familiar","250000","casado","3","65000","2","19720810","1"
"707776","7","14000","familiar","500000","casado","1","33000","0","19800619","0"
"708056","7","17000","familiar","300000","soltero","4","261800","2","19770919","0"
"708646","7","22000","propia","750000","casado","1","60000","1","19730503","0"
"708696","4","10300","familiar","250000","soltero","0","0","2","19871230","0"
"709169","7","16800","propia","500000","casado","2","155391","0","19660428","0"
"709822","7","0","familiar","600000","casado","2","75000","0","19640210","0"
"709855","7","8000","familiar","250000","soltero","1","25000","2","19920222","0"
"709926","7","18000","familiar","300000","union_libre","2","80000","3","19880315","0"
"710436","7","21800","familiar","700000","casado","4","297426","0","19700224","1"
"711729","7","39000","familiar","650000","casado","2","227459","1","19700119","0"
"712105","7","33000","familiar","383000","soltero","1","60000","2","19701021","1"
"712109","7","26600","familiar","300000","casado","1","15261.63","1","19730115","0"
"712556","7","26000","familiar","1000000","casado","2","35624","1","19681007","1"
"712778","7","17500","familiar","250000","casado","0","0","3","19931215","0"
"713153","7","32000","familiar","15000","casado","1","35000","2","19820206","1"
"713319","7","0","familiar","250000","casado","4","87778.52","2","19731130","0"
"713657","7","-100","","250000","soltero","1","45000","0","19620525","0"
"713740","7","44000","familiar","3000000","soltero","3","101000","1","19680103","0"
"713793","7","29400","familiar","250000","casado","2","60000","2","19810212","1"
"713938","7","22600","","600000","union_libre","3","170044","2","19830220","0"
"714321","40","0","familiar","300000","casado","3","140000","3","19781210","0"
"714660","7","10000","familiar","400000","soltero","1","128030.99","0","19571229","0"
"714679","23","30000","familiar","250000","soltero","11","399192.2","2","19821030","0"
"714927","40","8000","familiar","300000","union_libre","0","0","0","19590108","0"
"714939","7","47000","familiar","500000","casado","0","64523","4","19821214","1"
"714951","7","18700","familiar","250000","casado","2","90000","2","19850627","1"
"715044","7","20000","familiar","500000","casado","5","255000","3","19840809","0"
"715097","7","22000","familiar","500000","soltero","0","0","4","19840110","1"
"715524","7","31200","propia","200000","casado","6","445184","3","19920824","0"
"716684","7","15000","familiar","200000","soltero","2","45279","1","19850225","1"
"717033","7","0","familiar","600000","casado","0","0","0","19641120","0"
"717108","7","13100","familiar","250000","casado","4","150000","0","19730715","0"
"717748","7","18530","familiar","250000","casado","2","35200","4","19880521","0"
"718202","7","12000","familiar","350000","union_libre","2","35000","0","19611116","0"
"719197","7","0","familiar","800000","union_libre","2","47655","1","19881104","1"
"719511","3","20000","familiar","500000","soltero","1","19400","3","19811021","1"
"720751","7","0","propia","700000","soltero","3","416279.64","3","19730501","0"
"720756","40","0","propia","385000","soltero","0","0","0","19800918","0"
"720846","7","0","propia","410000","soltero","4","90000","2","19741010","1"
"720896","26","13000","familiar","420000","casado","7","281350","2","19701124","0"
"720978","7","0","propia","450000","casado","3","160000","2","19791015","0"
"720980","7","0","","300000","soltero","6","296147","0","19610509","0"
"721040","7","11800","familiar","400000","soltero","3","120539","0","19790518","1"
"721052","7","3000","","250000","casado","3","134546","4","19840801","0"
"721054","40","1500","","450000","casado","0","0","4","19790701","0"
"721128","7","22300","familiar","680000","casado","3","130000","2","19930607","0"
"721212","7","0","propia","0","soltero","0","0","0","19750929","0"
"721392","7","0","propia","0","casado","0","0","0","19830401","1"
"721410","7","7000","propia","450000","unión libre","9","278000","3","19860723","0"
"721423","7","0","propia","300000","casado","2","5000","1","19650111","1"
"721507","23","10000","familiar","800000","soltero","3","181000","1","19761230","1"
"721512","40","15000","propia","350000","casado","2","50000","2","19751219","0"
"721513","7","0","propia","550000","casado","1","8450","3","19641024","0"
"721518","7","0","familiar","500000","casado","5","544838","3","19851206","0"
"721519","40","15000","propia","600000","casado","4","320926.52","1","19580312","0"
"721520","40","0","familiar","0","casado","0","0","0","19670511","0"
"721524","28","0","familiar","500000","casado","7","788126","1","19580216","0"
"721525","40","0","familiar","500000","union_libre","7","424000","0","19620222","1"
"721531","28","0","familiar","600000","casado","7","845613.76","0","19700206","0"
"721555","40","0","propia","300000","soltero","0","0","2","19720221","0"
